timestamp,knee_angle,pitch,roll,yaw,label,exercise
0,0.87,0.69,1.1,-3.6,0,Running Simulation
200,112.77,111.39,1.26,0.11,0,Running Simulation
400,72.96,74.02,-2.51,0.42,0,Running Simulation
600,67.43,68.48,0.54,-0.1,0,Running Simulation
800,115.54,116.52,1.71,-0.45,0,Running Simulation
1000,5.81,6.04,1.53,-1.94,0,Running Simulation
1200,111.25,112.23,0.28,-0.12,0,Running Simulation
1400,77.3,78.88,-0.37,0.46,0,Running Simulation
1600,62.48,60.17,-0.68,-2.08,0,Running Simulation
1800,117.12,117.02,-4.25,-0.42,0,Running Simulation
2000,11.32,10.8,-2.08,-0.97,0,Running Simulation
2200,109.12,110.33,-0.54,0.1,0,Running Simulation
2400,80.39,82.64,0.56,0.28,0,Running Simulation
2600,58.05,57.86,5.08,-0.96,0,Running Simulation
2800,118.22,118.13,-0.7,0.67,0,Running Simulation
3000,17.35,17.77,-0.19,-0.82,0,Running Simulation
3200,108.55,108.74,0.57,-2.43,0,Running Simulation
3400,84.03,84.56,0.52,0.24,0,Running Simulation
3600,52.97,53.06,-1.08,0.29,0,Running Simulation
3800,119.21,119.92,-2.12,1.59,0,Running Simulation
4000,23.46,24.19,0.02,1.31,0,Running Simulation
4200,105.36,105.04,2.66,0.12,0,Running Simulation
4400,88.97,88.72,2.11,1.08,0,Running Simulation
4600,47.77,49.14,3.34,-3.02,0,Running Simulation
4800,118.52,119.22,-2.57,1.36,0,Running Simulation
5000,27.96,29.21,3.37,-1.25,0,Running Simulation
5200,101.31,99.65,0.74,0.17,0,Running Simulation
5400,92.59,94.31,-0.59,2.68,0,Running Simulation
5600,42.31,40.96,1.59,-0.05,0,Running Simulation
5800,119.75,119.39,-0.92,-0.2,0,Running Simulation
6000,33.81,33.73,-0.4,-1.09,0,Running Simulation
6200,97.87,97.76,-0.67,-0.53,0,Running Simulation
6400,96.63,94.98,2.37,1.99,0,Running Simulation
6600,36.63,35.03,0.79,-1.41,0,Running Simulation
6800,119.39,118.6,0.35,2.41,0,Running Simulation
7000,39.1,38.07,0.13,-1.8,0,Running Simulation
7200,94.37,95.48,5.18,-0.45,0,Running Simulation
7400,99.36,101.28,1.53,0.76,0,Running Simulation
7600,32.22,32.41,0.63,-2.57,0,Running Simulation
7800,119.84,119.95,1.05,0.26,0,Running Simulation
8000,44.93,45.03,1.85,-2.28,0,Running Simulation
8200,93.18,93.45,-2.96,-1.51,0,Running Simulation
8400,103.35,103.08,-1.29,0.18,0,Running Simulation
8600,26.25,25.42,-2.26,-0.04,0,Running Simulation
8800,119.83,121.0,0.1,-0.31,0,Running Simulation
9000,49.99,49.02,-2.56,1.4,0,Running Simulation
